start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Site name,Recover Folder,SD Card
35.9515,35.9613,46093.0,60764.0,Echolocation,Pipistrellus pipistrellus,0.394,0.631,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
36.2275,36.2336,48671.0,61218.0,Echolocation,Pipistrellus pipistrellus,0.574,0.665,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
36.3135,36.3219,48671.0,56304.0,Echolocation,Pipistrellus pipistrellus,0.494,0.619,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
62.7695,62.7773,46953.0,61405.0,Echolocation,Pipistrellus pipistrellus,0.263,0.532,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
72.1765,72.1819,47812.0,59314.0,Echolocation,Pipistrellus pipistrellus,0.412,0.507,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
80.28450000000001,80.2932,47812.0,58536.0,Echolocation,Pipistrellus pipistrellus,0.385,0.589,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
93.5745,93.5797,46093.0,62344.0,Echolocation,Pipistrellus pipistrellus,0.342,0.567,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
93.6795,93.6885,46093.0,60164.0,Echolocation,Pipistrellus pipistrellus,0.351,0.583,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
93.7805,93.7871,46953.0,59711.0,Echolocation,Pipistrellus pipistrellus,0.467,0.639,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
93.8895,93.8952,46093.0,57799.0,Echolocation,Pipistrellus pipistrellus,0.43,0.539,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
93.9925,94.0007,46953.0,62789.0,Echolocation,Pipistrellus pipistrellus,0.357,0.611,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
94.0945,94.1047,46953.0,66980.0,Echolocation,Pipistrellus pipistrellus,0.451,0.641,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
94.2035,94.2118,47812.0,58239.0,Echolocation,Pipistrellus pipistrellus,0.405,0.508,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
94.3115,94.3175,47812.0,62677.0,Echolocation,Pipistrellus pipistrellus,0.501,0.606,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
94.4215,94.4302,46953.0,64863.0,Echolocation,Pipistrellus pipistrellus,0.428,0.615,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
94.62049999999999,94.6297,46953.0,67261.0,Echolocation,Pipistrellus pipistrellus,0.492,0.662,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
94.7335,94.7424,46093.0,68726.0,Echolocation,Pipistrellus pipistrellus,0.486,0.653,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
94.8505,94.8596,46953.0,59304.0,Echolocation,Pipistrellus pipistrellus,0.289,0.523,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
94.9475,94.9551,46093.0,66234.0,Echolocation,Pipistrellus pipistrellus,0.489,0.631,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
95.0545,95.0625,46093.0,67303.0,Echolocation,Pipistrellus pipistrellus,0.496,0.654,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
95.1735,95.1807,46093.0,61430.0,Echolocation,Pipistrellus pipistrellus,0.517,0.649,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
95.2745,95.2833,46093.0,63543.0,Echolocation,Pipistrellus pipistrellus,0.477,0.599,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
95.3665,95.3741,47812.0,62827.0,Echolocation,Pipistrellus pipistrellus,0.562,0.665,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
95.4595,95.4676,45234.0,63269.0,Echolocation,Pipistrellus pipistrellus,0.507,0.665,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
95.5505,95.5575,46953.0,66623.0,Echolocation,Pipistrellus pipistrellus,0.499,0.681,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
95.6415,95.6491,46953.0,66255.0,Echolocation,Pipistrellus pipistrellus,0.587,0.69,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
95.7285,95.736,46953.0,63756.0,Echolocation,Pipistrellus pipistrellus,0.535,0.675,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
95.8715,95.8775,46953.0,72184.0,Echolocation,Pipistrellus pipistrellus,0.486,0.554,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
96.0545,96.0604,43515.0,79614.0,Echolocation,Pipistrellus pipistrellus,0.355,0.528,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
96.1435,96.1486,44375.0,66993.0,Echolocation,Pipistrellus pipistrellus,0.453,0.555,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
96.3265,96.3322,43515.0,68776.0,Echolocation,Pipistrellus pipistrellus,0.423,0.531,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
96.4175,96.4231,43515.0,64974.0,Echolocation,Pipistrellus pipistrellus,0.581,0.687,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
96.6845,96.6913,44375.0,65941.0,Echolocation,Pipistrellus pipistrellus,0.545,0.619,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
96.9035,96.9115,46093.0,57222.0,Echolocation,Pipistrellus pipistrellus,0.583,0.634,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
96.9925,96.9985,46093.0,62918.0,Echolocation,Pipistrellus pipistrellus,0.434,0.52,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
97.0875,97.0947,45234.0,61418.0,Echolocation,Pipistrellus pipistrellus,0.559,0.715,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
97.1855,97.1928,46953.0,60741.0,Echolocation,Pipistrellus pipistrellus,0.547,0.676,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
97.2855,97.2923,44375.0,62437.0,Echolocation,Pipistrellus pipistrellus,0.531,0.684,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
97.4805,97.4882,45234.0,61091.0,Echolocation,Pipistrellus pipistrellus,0.462,0.547,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
97.5785,97.5857,46093.0,58648.0,Echolocation,Pipistrellus pipistrellus,0.509,0.567,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
97.6735,97.6798,46093.0,59394.0,Echolocation,Pipistrellus pipistrellus,0.449,0.541,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
97.8115,97.8188,46093.0,56707.0,Echolocation,Pipistrellus pipistrellus,0.494,0.535,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
97.9025,97.9082,46953.0,59127.0,Echolocation,Pipistrellus pipistrellus,0.499,0.548,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
98.0865,98.09440000000001,45234.0,57811.0,Echolocation,Pipistrellus pipistrellus,0.469,0.634,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
98.2765,98.2839,42656.0,65211.0,Echolocation,Pipistrellus pipistrellus,0.361,0.632,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
98.4715,98.4776,46953.0,57796.0,Echolocation,Pipistrellus pipistrellus,0.481,0.517,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
98.5645,98.5729,45234.0,58839.0,Echolocation,Pipistrellus pipistrellus,0.408,0.643,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
99.7235,99.7299,47812.0,61512.0,Echolocation,Pipistrellus pipistrellus,0.517,0.57,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
99.8675,99.8735,46953.0,57291.0,Echolocation,Pipistrellus pipistrellus,0.514,0.543,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
99.9495,99.9555,46953.0,62456.0,Echolocation,Pipistrellus pipistrellus,0.472,0.535,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
100.0365,100.0431,47812.0,56796.0,Echolocation,Pipistrellus pipistrellus,0.354,0.544,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
100.1985,100.20400000000001,46093.0,67738.0,Echolocation,Pipistrellus pipistrellus,0.459,0.654,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
100.2965,100.3047,46953.0,62221.0,Echolocation,Pipistrellus pipistrellus,0.467,0.65,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
100.3865,100.3924,46093.0,69091.0,Echolocation,Pipistrellus pipistrellus,0.412,0.658,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
100.4885,100.4958,45234.0,65180.0,Echolocation,Pipistrellus pipistrellus,0.503,0.664,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
100.5865,100.5924,46093.0,67748.0,Echolocation,Pipistrellus pipistrellus,0.427,0.594,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
100.6955,100.7046,45234.0,59501.0,Echolocation,Pipistrellus pipistrellus,0.44,0.574,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
100.7945,100.8006,44375.0,71369.0,Echolocation,Pipistrellus pipistrellus,0.346,0.585,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
100.9075,100.9143,45234.0,65293.0,Echolocation,Pipistrellus pipistrellus,0.459,0.661,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
101.0015,101.0098,46953.0,61232.0,Echolocation,Pipistrellus pipistrellus,0.427,0.565,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
101.0975,101.1041,45234.0,72137.0,Echolocation,Pipistrellus pipistrellus,0.486,0.645,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
101.2045,101.213,45234.0,69294.0,Echolocation,Pipistrellus pipistrellus,0.425,0.645,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
101.3255,101.3323,45234.0,58425.0,Echolocation,Pipistrellus pipistrellus,0.423,0.618,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
101.4225,101.4298,46093.0,69590.0,Echolocation,Pipistrellus pipistrellus,0.441,0.644,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
101.5305,101.5378,44375.0,72971.0,Echolocation,Pipistrellus pipistrellus,0.445,0.636,-1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_083000.WAV,Telephone Field,recover-20220929,001
