start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file,Recover Folder,SD Card,Site name
1.2555,1.2587,48671,70417,Myotis alcathoe,0.27,0.506,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
1.3005,1.3042,48671,73360,Myotis alcathoe,0.32,0.511,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
1.3185,1.3236,45234,53460,Pipistrellus pipistrellus,0.513,0.54,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
1.3545,1.3574,48671,69075,Myotis alcathoe,0.336,0.57,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
2.3985,2.4031,46953,59738,Pipistrellus pipistrellus,0.439,0.513,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
2.6945,2.6998,47812,57373,Pipistrellus pipistrellus,0.524,0.562,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
3.2745,3.2802,46093,57581,Pipistrellus pipistrellus,0.574,0.6,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
3.9805,3.9859,46953,60312,Pipistrellus pipistrellus,0.507,0.541,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
4.2905,4.2942,48671,63611,Pipistrellus pipistrellus,0.537,0.606,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
4.3605,4.3656,50390,65122,Pipistrellus pipistrellus,0.368,0.507,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
4.4325,4.4372,47812,63803,Pipistrellus pipistrellus,0.399,0.527,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
5.6345,5.639,47812,59544,Pipistrellus pipistrellus,0.47,0.507,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
6.6865,6.6904,49531,69934,Pipistrellus pipistrellus,0.348,0.575,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
6.8815,6.8842,46093,69771,Myotis alcathoe,0.341,0.594,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
7.2205,7.2235,47812,71165,Myotis alcathoe,0.417,0.554,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
7.3505,7.354,45234,77560,Myotis alcathoe,0.421,0.61,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
7.4345,7.438,46953,75068,Myotis alcathoe,0.432,0.612,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
7.6195,7.6232,46953,70131,Myotis alcathoe,0.338,0.576,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
7.6765,7.6794,46953,72864,Myotis alcathoe,0.44,0.605,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
7.7365,7.7409,46953,81791,Myotis alcathoe,0.465,0.596,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
7.8125,7.8166,45234,81066,Myotis alcathoe,0.465,0.598,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
7.8945,7.8988,45234,85512,Myotis alcathoe,0.448,0.58,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
7.9575,7.9614,46093,71017,Myotis alcathoe,0.417,0.539,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
8.0165,8.0213,45234,79476,Myotis alcathoe,0.386,0.604,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
8.0885,8.0932,46093,82577,Myotis alcathoe,0.464,0.552,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
8.2635,8.268,44375,87505,Myotis alcathoe,0.478,0.563,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
8.3385,8.3425,45234,85697,Myotis alcathoe,0.528,0.605,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
8.4135,8.4171,44375,86514,Myotis alcathoe,0.518,0.645,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
8.4825,8.4869,44375,85625,Myotis alcathoe,0.517,0.628,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
8.5415,8.5459,43515,85793,Myotis alcathoe,0.409,0.616,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
8.5905,8.5951,41796,88674,Myotis alcathoe,0.392,0.656,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
8.6345,8.6384,42656,86882,Myotis alcathoe,0.438,0.597,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
8.6675,8.6713,44375,83796,Myotis alcathoe,0.437,0.603,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
8.6945,8.6982,44375,88017,Myotis alcathoe,0.373,0.526,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
8.9765,8.9803,45234,80088,Myotis alcathoe,0.497,0.648,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
9.0515,9.0547,45234,77100,Myotis alcathoe,0.456,0.569,-1,Echolocation,/mnt/ubna_data_02/recover-20220922/UBNA_001/20220922_120000.WAV,recover-20220922,UBNA_001,Telephone Field
