start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Site name
345.3085,345.3215,23750.0,31598.0,Echolocation,Eptesicus serotinus,0.319,0.648,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220625_073000.WAV,Foliage
353.2035,353.219,23750.0,28047.0,Echolocation,Nyctalus leisleri,0.566,0.642,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220625_073000.WAV,Foliage
355.8595,355.8737,23750.0,27863.0,Echolocation,Nyctalus leisleri,0.546,0.62,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220625_073000.WAV,Foliage
538.0195,538.0353,27187.0,30936.0,Echolocation,Nyctalus leisleri,0.408,0.516,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220625_073000.WAV,Foliage
581.9855,581.9994,27187.0,32011.0,Echolocation,Nyctalus leisleri,0.333,0.509,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220625_073000.WAV,Foliage
582.8615,582.8759,27187.0,31392.0,Echolocation,Nyctalus leisleri,0.482,0.586,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220625_073000.WAV,Foliage
775.8585,775.8736,26328.0,31238.0,Echolocation,Nyctalus leisleri,0.377,0.57,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220625_073000.WAV,Foliage
784.5935,784.6054,27187.0,31397.0,Echolocation,Nyctalus leisleri,0.367,0.547,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220625_073000.WAV,Foliage
1190.7705,1190.7854,27187.0,32573.0,Echolocation,Nyctalus leisleri,0.233,0.539,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220625_073000.WAV,Foliage
1191.9435,1191.9599,26328.0,30037.0,Echolocation,Nyctalus leisleri,0.559,0.643,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220625_073000.WAV,Foliage
1192.4725,1192.4869,26328.0,30924.0,Echolocation,Nyctalus leisleri,0.366,0.578,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220625_073000.WAV,Foliage
1192.8645,1192.8797,26328.0,30244.0,Echolocation,Nyctalus leisleri,0.462,0.63,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220625_073000.WAV,Foliage
1193.2375,1193.2517,26328.0,30837.0,Echolocation,Nyctalus leisleri,0.396,0.611,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220625_073000.WAV,Foliage
1193.5105,1193.5261,26328.0,30274.0,Echolocation,Nyctalus leisleri,0.488,0.652,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220625_073000.WAV,Foliage
1193.9105,1193.9221,26328.0,32507.0,Echolocation,Nyctalus leisleri,0.446,0.723,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220625_073000.WAV,Foliage
1194.5985,1194.6128,25468.0,30232.0,Echolocation,Nyctalus leisleri,0.562,0.704,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220625_073000.WAV,Foliage
1195.7525,1195.7682,26328.0,29149.0,Echolocation,Nyctalus leisleri,0.511,0.568,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220625_073000.WAV,Foliage
1196.2425,1196.2587,25468.0,30366.0,Echolocation,Nyctalus leisleri,0.359,0.565,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220625_073000.WAV,Foliage
1196.9045,1196.9175,26328.0,31106.0,Echolocation,Nyctalus leisleri,0.433,0.639,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220625_073000.WAV,Foliage
1197.8675,1197.883,26328.0,29528.0,Echolocation,Nyctalus leisleri,0.541,0.603,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220625_073000.WAV,Foliage
1308.9335,1308.9476,28046.0,31803.0,Echolocation,Nyctalus leisleri,0.393,0.545,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220625_073000.WAV,Foliage
1328.5745,1328.5865,27187.0,34476.0,Echolocation,Eptesicus serotinus,0.291,0.625,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220625_073000.WAV,Foliage
1329.3065,1329.3192,27187.0,34496.0,Echolocation,Eptesicus serotinus,0.303,0.661,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220625_073000.WAV,Foliage
1329.5615,1329.5726,27187.0,34435.0,Echolocation,Eptesicus serotinus,0.313,0.679,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220625_073000.WAV,Foliage
1330.2915,1330.3034,27187.0,33937.0,Echolocation,Nyctalus leisleri,0.352,0.7,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220625_073000.WAV,Foliage
1330.9235,1330.9356,27187.0,32555.0,Echolocation,Nyctalus leisleri,0.36,0.579,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220625_073000.WAV,Foliage
