start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file,Site name
0.4895,0.4986,38359.0,46647.0,Pipistrellus nathusii,0.543,0.628,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220628_053000.WAV,Foliage
0.7875,0.796,38359.0,46651.0,Pipistrellus nathusii,0.57,0.656,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220628_053000.WAV,Foliage
1.4825,1.491,39218.0,48335.0,Pipistrellus nathusii,0.417,0.556,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220628_053000.WAV,Foliage
1.6815,1.6907,39218.0,50248.0,Pipistrellus nathusii,0.554,0.636,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220628_053000.WAV,Foliage
1.8525,1.8605,39218.0,47559.0,Pipistrellus nathusii,0.551,0.609,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220628_053000.WAV,Foliage
1.9555,1.9631,39218.0,45792.0,Pipistrellus nathusii,0.555,0.593,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220628_053000.WAV,Foliage
2.1615,2.1704,39218.0,48501.0,Pipistrellus nathusii,0.474,0.58,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220628_053000.WAV,Foliage
2.7755,2.7843,39218.0,45016.0,Pipistrellus nathusii,0.5,0.521,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220628_053000.WAV,Foliage
7.2435,7.2506,37500.0,47616.0,Pipistrellus nathusii,0.529,0.623,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220628_053000.WAV,Foliage
14.7835,14.7916,38359.0,45493.0,Pipistrellus nathusii,0.501,0.563,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220628_053000.WAV,Foliage
17.7405,17.7481,37500.0,44645.0,Pipistrellus nathusii,0.367,0.514,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220628_053000.WAV,Foliage
17.8665,17.8758,37500.0,43610.0,Pipistrellus nathusii,0.499,0.554,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220628_053000.WAV,Foliage
18.0125,18.0212,37500.0,46368.0,Pipistrellus nathusii,0.327,0.511,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220628_053000.WAV,Foliage
20.0975,20.1059,37500.0,50208.0,Pipistrellus nathusii,0.399,0.561,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220628_053000.WAV,Foliage
20.8765,20.8844,39218.0,47421.0,Pipistrellus nathusii,0.495,0.544,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220628_053000.WAV,Foliage
21.4055,21.4166,38359.0,46454.0,Pipistrellus nathusii,0.494,0.519,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220628_053000.WAV,Foliage
22.2995,22.3126,39218.0,50157.0,Pipistrellus nathusii,0.506,0.569,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220628_053000.WAV,Foliage
22.4925,22.5016,38359.0,45170.0,Pipistrellus nathusii,0.582,0.628,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220628_053000.WAV,Foliage
23.0035,23.0118,41796.0,48603.0,Pipistrellus nathusii,0.601,0.634,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220628_053000.WAV,Foliage
23.0975,23.1072,39218.0,52251.0,Pipistrellus nathusii,0.538,0.615,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220628_053000.WAV,Foliage
23.2875,23.2977,39218.0,53867.0,Pipistrellus nathusii,0.533,0.62,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220628_053000.WAV,Foliage
23.3835,23.3914,38359.0,50222.0,Pipistrellus nathusii,0.497,0.562,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220628_053000.WAV,Foliage
23.5615,23.5702,36640.0,53504.0,Pipistrellus nathusii,0.48,0.576,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220628_053000.WAV,Foliage
23.6555,23.6647,39218.0,49799.0,Pipistrellus nathusii,0.569,0.634,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220628_053000.WAV,Foliage
23.7385,23.746,40078.0,55967.0,Pipistrellus nathusii,0.543,0.647,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220628_053000.WAV,Foliage
23.8355,23.8431,38359.0,45392.0,Pipistrellus nathusii,0.539,0.615,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220628_053000.WAV,Foliage
23.9315,23.9387,37500.0,47128.0,Pipistrellus nathusii,0.449,0.574,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220628_053000.WAV,Foliage
24.0235,24.0315,38359.0,52027.0,Pipistrellus nathusii,0.575,0.667,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220628_053000.WAV,Foliage
24.1155,24.1215,38359.0,50470.0,Pipistrellus nathusii,0.59,0.648,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220628_053000.WAV,Foliage
24.2175,24.2255,38359.0,46490.0,Pipistrellus nathusii,0.615,0.698,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220628_053000.WAV,Foliage
24.3385,24.3463,37500.0,53267.0,Pipistrellus nathusii,0.573,0.649,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220628_053000.WAV,Foliage
