start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Site name,Recover Folder,SD Card
97.9755,97.99,23750.0,27463.0,Echolocation,Nyctalus leisleri,0.506,0.568,-1,/mnt/ubna_data_02/recover-20221010/UBNA_008/20221010_080000.WAV,Foliage,recover-20221010,008
327.3525,327.3681,23750.0,27296.0,Echolocation,Nyctalus leisleri,0.509,0.562,-1,/mnt/ubna_data_02/recover-20221010/UBNA_008/20221010_080000.WAV,Foliage,recover-20221010,008
556.7275,556.7421,23750.0,27584.0,Echolocation,Nyctalus leisleri,0.436,0.522,-1,/mnt/ubna_data_02/recover-20221010/UBNA_008/20221010_080000.WAV,Foliage,recover-20221010,008
786.1045,786.1192,23750.0,26533.0,Echolocation,Nyctalus leisleri,0.529,0.561,-1,/mnt/ubna_data_02/recover-20221010/UBNA_008/20221010_080000.WAV,Foliage,recover-20221010,008
1015.4795,1015.4942,23750.0,28137.0,Echolocation,Nyctalus leisleri,0.51,0.593,-1,/mnt/ubna_data_02/recover-20221010/UBNA_008/20221010_080000.WAV,Foliage,recover-20221010,008
1244.8555,1244.8693,23750.0,27502.0,Echolocation,Nyctalus leisleri,0.523,0.623,-1,/mnt/ubna_data_02/recover-20221010/UBNA_008/20221010_080000.WAV,Foliage,recover-20221010,008
1455.0625,1455.073,25468.0,31346.0,Echolocation,Nyctalus leisleri,0.267,0.548,-1,/mnt/ubna_data_02/recover-20221010/UBNA_008/20221010_080000.WAV,Foliage,recover-20221010,008
1455.2665,1455.2786,26328.0,32089.0,Echolocation,Nyctalus leisleri,0.241,0.507,-1,/mnt/ubna_data_02/recover-20221010/UBNA_008/20221010_080000.WAV,Foliage,recover-20221010,008
1455.4625,1455.4725,25468.0,31582.0,Echolocation,Nyctalus leisleri,0.28,0.524,-1,/mnt/ubna_data_02/recover-20221010/UBNA_008/20221010_080000.WAV,Foliage,recover-20221010,008
1455.6615,1455.671,27187.0,33216.0,Echolocation,Nyctalus leisleri,0.335,0.593,-1,/mnt/ubna_data_02/recover-20221010/UBNA_008/20221010_080000.WAV,Foliage,recover-20221010,008
1455.8575,1455.8684,25468.0,31603.0,Echolocation,Nyctalus leisleri,0.29,0.545,-1,/mnt/ubna_data_02/recover-20221010/UBNA_008/20221010_080000.WAV,Foliage,recover-20221010,008
1457.0935,1457.1055,26328.0,30271.0,Echolocation,Nyctalus leisleri,0.499,0.6,-1,/mnt/ubna_data_02/recover-20221010/UBNA_008/20221010_080000.WAV,Foliage,recover-20221010,008
1457.2985,1457.309,26328.0,32807.0,Echolocation,Nyctalus leisleri,0.398,0.672,-1,/mnt/ubna_data_02/recover-20221010/UBNA_008/20221010_080000.WAV,Foliage,recover-20221010,008
1457.5065,1457.5172,25468.0,32155.0,Echolocation,Nyctalus leisleri,0.611,0.725,-1,/mnt/ubna_data_02/recover-20221010/UBNA_008/20221010_080000.WAV,Foliage,recover-20221010,008
