start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file,Site name
0.0145,0.0308,27187.0,32721.0,Nyctalus leisleri,0.251,0.507,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220630_073000.WAV,Foliage
0.3535,0.3656,28046.0,33452.0,Nyctalus leisleri,0.308,0.549,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220630_073000.WAV,Foliage
0.9465,0.9592,28046.0,33248.0,Nyctalus leisleri,0.367,0.609,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220630_073000.WAV,Foliage
1.5505,1.5664,27187.0,30751.0,Nyctalus leisleri,0.453,0.549,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220630_073000.WAV,Foliage
4.6565,4.6718,27187.0,32034.0,Nyctalus leisleri,0.336,0.539,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220630_073000.WAV,Foliage
7.1855,7.1996,27187.0,31668.0,Nyctalus leisleri,0.43,0.673,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220630_073000.WAV,Foliage
7.4385,7.4535,27187.0,31114.0,Nyctalus leisleri,0.517,0.655,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220630_073000.WAV,Foliage
16.4305,16.4454,27187.0,31484.0,Nyctalus leisleri,0.429,0.559,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220630_073000.WAV,Foliage
18.5705,18.5809,28906.0,34318.0,Nyctalus leisleri,0.338,0.631,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220630_073000.WAV,Foliage
19.0695,19.0829,28046.0,33121.0,Nyctalus leisleri,0.289,0.573,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220630_073000.WAV,Foliage
19.2915,19.305,28906.0,33826.0,Nyctalus leisleri,0.26,0.514,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220630_073000.WAV,Foliage
19.7435,19.7571,28906.0,36902.0,Nyctalus leisleri,0.247,0.598,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220630_073000.WAV,Foliage
19.9675,19.98,28046.0,32889.0,Nyctalus leisleri,0.312,0.544,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220630_073000.WAV,Foliage
20.3035,20.3181,28906.0,34954.0,Eptesicus serotinus,0.227,0.548,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220630_073000.WAV,Foliage
20.5315,20.5478,28046.0,33534.0,Nyctalus leisleri,0.267,0.567,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220630_073000.WAV,Foliage
21.3645,21.3779,28906.0,34805.0,Nyctalus leisleri,0.227,0.517,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220630_073000.WAV,Foliage
21.7735,21.7875,28046.0,32750.0,Nyctalus leisleri,0.349,0.516,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220630_073000.WAV,Foliage
22.1795,22.1895,28906.0,35829.0,Nyctalus leisleri,0.312,0.669,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220630_073000.WAV,Foliage
22.5645,22.5766,28906.0,35903.0,Eptesicus serotinus,0.274,0.588,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220630_073000.WAV,Foliage
32.7675,32.7807,28906.0,33842.0,Nyctalus leisleri,0.318,0.537,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220630_073000.WAV,Foliage
34.2005,34.2153,28906.0,33005.0,Nyctalus leisleri,0.39,0.542,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220630_073000.WAV,Foliage
34.6485,34.66,28906.0,35357.0,Nyctalus leisleri,0.291,0.601,-1,Echolocation,/mnt/ubna_data_01/recover-20220630_unit2/20220630_073000.WAV,Foliage
