start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Site name
303.6685,303.688,26328.0,29421.0,Echolocation,Nyctalus leisleri,0.523,0.555,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage
304.1515,304.1681,26328.0,28909.0,Echolocation,Nyctalus leisleri,0.473,0.522,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage
304.5095,304.5263,26328.0,29598.0,Echolocation,Nyctalus leisleri,0.684,0.712,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage
305.2285,305.2469,26328.0,28766.0,Echolocation,Nyctalus leisleri,0.641,0.681,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage
327.7875,327.7922,46093.0,57953.0,Echolocation,Pipistrellus pipistrellus,0.51,0.55,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage
329.3635,329.3676,41796.0,70246.0,Echolocation,Myotis mystacinus,0.282,0.591,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage
329.4315,329.435,49531.0,62986.0,Echolocation,Pipistrellus pipistrellus,0.184,0.503,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage
329.5175,329.5219,44375.0,62458.0,Echolocation,Pipistrellus pipistrellus,0.185,0.596,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage
329.5875,329.5911,46093.0,68326.0,Echolocation,Myotis alcathoe,0.262,0.525,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage
331.4555,331.4606,46093.0,63155.0,Echolocation,Pipistrellus pipistrellus,0.572,0.683,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage
331.8105,331.8177,44375.0,62961.0,Echolocation,Pipistrellus pipistrellus,0.423,0.596,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage
331.9045,331.9099,46953.0,57458.0,Echolocation,Pipistrellus pipistrellus,0.512,0.535,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage
332.1765,332.182,43515.0,68095.0,Echolocation,Pipistrellus pipistrellus,0.194,0.525,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage
332.2565,332.2622,43515.0,70361.0,Echolocation,Pipistrellus pipistrellus,0.504,0.7,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage
332.3435,332.3505,45234.0,73021.0,Echolocation,Pipistrellus pipistrellus,0.377,0.586,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage
332.4255,332.4314,46953.0,67757.0,Echolocation,Pipistrellus pipistrellus,0.427,0.557,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage
332.4985,332.5043,47812.0,69104.0,Echolocation,Pipistrellus pipistrellus,0.275,0.518,-1,/mnt/ubna_data_01/recover-20220624_unit2/20220624_090000.WAV,Foliage
