start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Site name
555.3435,555.3616,24609.0,27418.0,Echolocation,Nyctalus leisleri,0.532,0.586,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220627_063000.WAV,Foliage
565.1125,565.1289,24609.0,30798.0,Echolocation,Nyctalus leisleri,0.321,0.547,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220627_063000.WAV,Foliage
906.4795,906.4852,41796.0,53189.0,Echolocation,Pipistrellus nathusii,0.33,0.576,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220627_063000.WAV,Foliage
906.7055,906.7113,40937.0,59199.0,Echolocation,Pipistrellus nathusii,0.229,0.541,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220627_063000.WAV,Foliage
906.9015,906.9074,41796.0,59922.0,Echolocation,Pipistrellus nathusii,0.311,0.555,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220627_063000.WAV,Foliage
907.0535,907.059,38359.0,50660.0,Echolocation,Pipistrellus nathusii,0.37,0.541,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220627_063000.WAV,Foliage
907.0835,907.0902,42656.0,58397.0,Echolocation,Pipistrellus nathusii,0.375,0.543,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220627_063000.WAV,Foliage
907.1605,907.1664,37500.0,59139.0,Echolocation,Pipistrellus nathusii,0.332,0.618,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220627_063000.WAV,Foliage
907.3675,907.3734,41796.0,55140.0,Echolocation,Pipistrellus nathusii,0.331,0.501,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220627_063000.WAV,Foliage
907.3955,907.4009,38359.0,54804.0,Echolocation,Pipistrellus nathusii,0.337,0.593,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220627_063000.WAV,Foliage
907.5035,907.5095,36640.0,51080.0,Echolocation,Pipistrellus nathusii,0.283,0.574,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220627_063000.WAV,Foliage
907.7105,907.7165,38359.0,52261.0,Echolocation,Pipistrellus nathusii,0.336,0.56,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220627_063000.WAV,Foliage
1149.0705,1149.0863,24609.0,28288.0,Echolocation,Nyctalus leisleri,0.439,0.529,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220627_063000.WAV,Foliage
1149.3455,1149.3584,25468.0,29060.0,Echolocation,Nyctalus leisleri,0.472,0.577,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220627_063000.WAV,Foliage
1150.0145,1150.031,23750.0,28094.0,Echolocation,Nyctalus leisleri,0.538,0.618,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220627_063000.WAV,Foliage
1178.8155,1178.8241,41796.0,50306.0,Echolocation,Pipistrellus nathusii,0.414,0.525,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220627_063000.WAV,Foliage
1244.1615,1244.1772,23750.0,28242.0,Echolocation,Nyctalus leisleri,0.386,0.504,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220627_063000.WAV,Foliage
1245.1295,1245.1435,23750.0,29659.0,Echolocation,Nyctalus leisleri,0.335,0.571,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220627_063000.WAV,Foliage
1247.7695,1247.7863,23750.0,29755.0,Echolocation,Nyctalus leisleri,0.29,0.561,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220627_063000.WAV,Foliage
1248.3715,1248.3885,23750.0,28574.0,Echolocation,Nyctalus leisleri,0.439,0.595,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220627_063000.WAV,Foliage
1248.7435,1248.758,23750.0,30624.0,Echolocation,Nyctalus leisleri,0.359,0.586,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220627_063000.WAV,Foliage
1248.9945,1249.007,23750.0,29787.0,Echolocation,Nyctalus leisleri,0.454,0.69,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220627_063000.WAV,Foliage
1249.1175,1249.1286,24609.0,31362.0,Echolocation,Nyctalus leisleri,0.289,0.601,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220627_063000.WAV,Foliage
1249.2495,1249.2615,24609.0,31948.0,Echolocation,Eptesicus serotinus,0.288,0.622,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220627_063000.WAV,Foliage
1249.6195,1249.6337,23750.0,28688.0,Echolocation,Nyctalus leisleri,0.462,0.614,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220627_063000.WAV,Foliage
1249.8795,1249.8946,23750.0,29594.0,Echolocation,Nyctalus leisleri,0.429,0.62,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220627_063000.WAV,Foliage
1279.6555,1279.6614,46093.0,57097.0,Echolocation,Pipistrellus pipistrellus,0.496,0.545,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220627_063000.WAV,Foliage
1279.7885,1279.7948,43515.0,62018.0,Echolocation,Pipistrellus pipistrellus,0.364,0.598,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220627_063000.WAV,Foliage
1279.8815,1279.8902,46953.0,60955.0,Echolocation,Pipistrellus pipistrellus,0.477,0.586,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220627_063000.WAV,Foliage
1279.9755,1279.9835,43515.0,61330.0,Echolocation,Pipistrellus pipistrellus,0.264,0.516,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220627_063000.WAV,Foliage
1280.0725,1280.0791,44375.0,61208.0,Echolocation,Pipistrellus pipistrellus,0.384,0.6,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220627_063000.WAV,Foliage
1280.1685,1280.1758,44375.0,59490.0,Echolocation,Pipistrellus pipistrellus,0.256,0.517,-1,/mnt/ubna_data_01/recover-20220627_unit2/20220627_063000.WAV,Foliage
