start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file,Site name
0.0475,0.0616,23750,30037,Nyctalus leisleri,0.37,0.581,-1,Echolocation,/mnt/ubna_data_01/recover-20220622_unit2/20220621_050000.WAV,Foliage
0.2115,0.2281,23750,29834,Nyctalus leisleri,0.375,0.585,-1,Echolocation,/mnt/ubna_data_01/recover-20220622_unit2/20220621_050000.WAV,Foliage
0.3645,0.3782,24609,31057,Nyctalus leisleri,0.322,0.571,-1,Echolocation,/mnt/ubna_data_01/recover-20220622_unit2/20220621_050000.WAV,Foliage
0.5095,0.5249,23750,29711,Nyctalus leisleri,0.365,0.57,-1,Echolocation,/mnt/ubna_data_01/recover-20220622_unit2/20220621_050000.WAV,Foliage
0.6435,0.6596,24609,29825,Nyctalus leisleri,0.421,0.576,-1,Echolocation,/mnt/ubna_data_01/recover-20220622_unit2/20220621_050000.WAV,Foliage
0.8025,0.82,23750,28241,Nyctalus leisleri,0.386,0.507,-1,Echolocation,/mnt/ubna_data_01/recover-20220622_unit2/20220621_050000.WAV,Foliage
0.9545,0.9699,23750,29842,Nyctalus leisleri,0.331,0.575,-1,Echolocation,/mnt/ubna_data_01/recover-20220622_unit2/20220621_050000.WAV,Foliage
1.2445,1.2587,25468,30900,Nyctalus leisleri,0.527,0.656,-1,Echolocation,/mnt/ubna_data_01/recover-20220622_unit2/20220621_050000.WAV,Foliage
1.3875,1.4028,23750,30311,Nyctalus leisleri,0.358,0.611,-1,Echolocation,/mnt/ubna_data_01/recover-20220622_unit2/20220621_050000.WAV,Foliage
1.5155,1.5288,25468,32473,Nyctalus leisleri,0.265,0.548,-1,Echolocation,/mnt/ubna_data_01/recover-20220622_unit2/20220621_050000.WAV,Foliage
2.8695,2.8832,24609,29474,Nyctalus leisleri,0.47,0.605,-1,Echolocation,/mnt/ubna_data_01/recover-20220622_unit2/20220621_050000.WAV,Foliage
3.0305,3.0456,23750,28570,Nyctalus leisleri,0.361,0.531,-1,Echolocation,/mnt/ubna_data_01/recover-20220622_unit2/20220621_050000.WAV,Foliage
3.1805,3.1947,22890,30200,Eptesicus serotinus,0.291,0.624,-1,Echolocation,/mnt/ubna_data_01/recover-20220622_unit2/20220621_050000.WAV,Foliage
3.3235,3.3347,24609,31102,Nyctalus leisleri,0.451,0.693,-1,Echolocation,/mnt/ubna_data_01/recover-20220622_unit2/20220621_050000.WAV,Foliage
3.6395,3.651,23750,30665,Nyctalus leisleri,0.336,0.636,-1,Echolocation,/mnt/ubna_data_01/recover-20220622_unit2/20220621_050000.WAV,Foliage
3.9725,3.9875,23750,29760,Nyctalus leisleri,0.3,0.572,-1,Echolocation,/mnt/ubna_data_01/recover-20220622_unit2/20220621_050000.WAV,Foliage
