start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file,Recover Folder,SD Card,Site name
6.1055,6.1198,24609.0,32697.0,Eptesicus serotinus,0.26,0.539,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_013/20220820_040000.WAV,recover-20220822,UBNA_013,Foliage
15.1915,15.2081,22890.0,27657.0,Nyctalus leisleri,0.302,0.532,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_013/20220820_040000.WAV,recover-20220822,UBNA_013,Foliage
17.9745,17.9929,23750.0,28408.0,Nyctalus leisleri,0.397,0.525,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_013/20220820_040000.WAV,recover-20220822,UBNA_013,Foliage
37.8735,37.8889,23750.0,27923.0,Nyctalus leisleri,0.419,0.531,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_013/20220820_040000.WAV,recover-20220822,UBNA_013,Foliage
38.9095,38.9209,25468.0,31113.0,Nyctalus leisleri,0.292,0.551,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_013/20220820_040000.WAV,recover-20220822,UBNA_013,Foliage
39.3035,39.3173,23750.0,29367.0,Nyctalus leisleri,0.263,0.583,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_013/20220820_040000.WAV,recover-20220822,UBNA_013,Foliage
40.3125,40.3266,23750.0,29870.0,Nyctalus leisleri,0.273,0.546,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_013/20220820_040000.WAV,recover-20220822,UBNA_013,Foliage
40.7065,40.7209,24609.0,29970.0,Nyctalus leisleri,0.322,0.54,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_013/20220820_040000.WAV,recover-20220822,UBNA_013,Foliage
41.5815,41.5971,23750.0,28818.0,Nyctalus leisleri,0.305,0.506,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_013/20220820_040000.WAV,recover-20220822,UBNA_013,Foliage
42.7465,42.7616,22890.0,26610.0,Nyctalus leisleri,0.601,0.682,-1,Echolocation,/mnt/ubna_data_01/recover-20220822/UBNA_013/20220820_040000.WAV,recover-20220822,UBNA_013,Foliage
