start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file,Site name
16.2165,16.231,26328.0,31149.0,Nyctalus leisleri,0.353,0.533,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
32.3405,32.3565,28046.0,31446.0,Nyctalus leisleri,0.428,0.531,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
32.4785,32.4908,28046.0,34057.0,Nyctalus leisleri,0.364,0.666,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
32.8595,32.8728,27187.0,32146.0,Nyctalus leisleri,0.353,0.537,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
37.0475,37.0622,26328.0,29369.0,Nyctalus leisleri,0.524,0.594,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
83.0115,83.0255,28046.0,31779.0,Nyctalus leisleri,0.478,0.634,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
83.1455,83.1594,28046.0,32733.0,Nyctalus leisleri,0.502,0.711,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
86.8155,86.8301,27187.0,31594.0,Nyctalus leisleri,0.587,0.718,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
87.51050000000001,87.52680000000001,27187.0,31009.0,Nyctalus leisleri,0.725,0.775,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
88.0915,88.1075,27187.0,30687.0,Nyctalus leisleri,0.589,0.694,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
88.7945,88.80969999999999,27187.0,32080.0,Nyctalus leisleri,0.49,0.632,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
89.0305,89.0475,28046.0,31335.0,Nyctalus leisleri,0.435,0.513,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
192.0555,192.0737,22890.0,26737.0,Nyctalus leisleri,0.497,0.564,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
217.8195,217.8339,26328.0,30002.0,Nyctalus leisleri,0.47,0.646,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
223.5285,223.5448,26328.0,29385.0,Nyctalus leisleri,0.487,0.592,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
227.5055,227.5215,26328.0,29264.0,Nyctalus leisleri,0.463,0.545,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
229.6745,229.6878,27187.0,32178.0,Nyctalus leisleri,0.63,0.748,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
229.9155,229.9318,25468.0,29961.0,Nyctalus leisleri,0.446,0.52,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
230.3965,230.4112,26328.0,30661.0,Nyctalus leisleri,0.54,0.639,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
277.9195,277.9366,26328.0,31886.0,Nyctalus leisleri,0.339,0.537,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
292.2425,292.255,27187.0,30925.0,Nyctalus leisleri,0.496,0.612,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
292.7045,292.7212,26328.0,30075.0,Nyctalus leisleri,0.435,0.571,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
292.9445,292.9592,27187.0,30619.0,Nyctalus leisleri,0.43,0.56,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
293.4335,293.4494,26328.0,29418.0,Nyctalus leisleri,0.445,0.506,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
296.0945,296.1103,26328.0,29515.0,Nyctalus leisleri,0.508,0.603,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
323.5425,323.5533,27187.0,34851.0,Eptesicus serotinus,0.336,0.643,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
346.5545,346.5729,25468.0,29015.0,Nyctalus leisleri,0.401,0.504,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
347.4015,347.4167,26328.0,28987.0,Nyctalus leisleri,0.504,0.601,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
379.0905,379.1035,26328.0,30383.0,Nyctalus leisleri,0.419,0.527,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
423.2135,423.2285,25468.0,28993.0,Nyctalus leisleri,0.425,0.527,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
519.8455,519.8623,26328.0,29055.0,Nyctalus leisleri,0.504,0.576,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
711.5875,711.6023,26328.0,30739.0,Nyctalus leisleri,0.459,0.602,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
859.3325,859.3491,27187.0,31607.0,Nyctalus leisleri,0.392,0.575,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
1027.3945,1027.409,27187.0,32125.0,Nyctalus leisleri,0.364,0.535,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
1027.8825,1027.9001,27187.0,30600.0,Nyctalus leisleri,0.433,0.533,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
1265.1665,1265.1796,27187.0,30286.0,Nyctalus leisleri,0.431,0.558,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_080000.WAV,Foliage
