start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file,Site name,Recover Folder,SD Card
0.1035,0.1124,27187.0,42035.0,Eptesicus serotinus,0.401,0.647,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_113000.WAV,Foliage,recover-20220627_unit2,009
0.2355,0.2442,26328.0,39632.0,Eptesicus serotinus,0.508,0.621,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_113000.WAV,Foliage,recover-20220627_unit2,009
0.3805,0.3892,26328.0,35841.0,Eptesicus serotinus,0.398,0.603,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_113000.WAV,Foliage,recover-20220627_unit2,009
0.5235,0.532,26328.0,40082.0,Eptesicus serotinus,0.546,0.697,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_113000.WAV,Foliage,recover-20220627_unit2,009
0.6585,0.6707,25468.0,33382.0,Eptesicus serotinus,0.301,0.528,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_113000.WAV,Foliage,recover-20220627_unit2,009
0.8155,0.8274,25468.0,35194.0,Nyctalus leisleri,0.37,0.694,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_113000.WAV,Foliage,recover-20220627_unit2,009
0.9585,0.9723,24609.0,32241.0,Nyctalus leisleri,0.296,0.609,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_113000.WAV,Foliage,recover-20220627_unit2,009
1.4995,1.513,25468.0,32164.0,Nyctalus leisleri,0.443,0.655,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_113000.WAV,Foliage,recover-20220627_unit2,009
1.6555,1.669,24609.0,33473.0,Eptesicus serotinus,0.324,0.614,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_113000.WAV,Foliage,recover-20220627_unit2,009
1.9085,1.9228,24609.0,32133.0,Nyctalus leisleri,0.321,0.652,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_113000.WAV,Foliage,recover-20220627_unit2,009
2.0605,2.0737,24609.0,34713.0,Eptesicus serotinus,0.346,0.66,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_113000.WAV,Foliage,recover-20220627_unit2,009
2.2055,2.2176,25468.0,35237.0,Eptesicus serotinus,0.425,0.672,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_113000.WAV,Foliage,recover-20220627_unit2,009
2.4525,2.4638,26328.0,37920.0,Nyctalus leisleri,0.4,0.742,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_113000.WAV,Foliage,recover-20220627_unit2,009
2.6145,2.6256,25468.0,36940.0,Eptesicus serotinus,0.497,0.721,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_113000.WAV,Foliage,recover-20220627_unit2,009
2.7695,2.7797,26328.0,44537.0,Eptesicus serotinus,0.565,0.731,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_113000.WAV,Foliage,recover-20220627_unit2,009
2.9115,2.9217,26328.0,37700.0,Eptesicus serotinus,0.505,0.668,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_113000.WAV,Foliage,recover-20220627_unit2,009
3.0635,3.0731,26328.0,39516.0,Eptesicus serotinus,0.533,0.706,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_113000.WAV,Foliage,recover-20220627_unit2,009
3.2045,3.2135,27187.0,38281.0,Eptesicus serotinus,0.465,0.737,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_113000.WAV,Foliage,recover-20220627_unit2,009
3.3525,3.3612,27187.0,45086.0,Eptesicus serotinus,0.587,0.742,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_113000.WAV,Foliage,recover-20220627_unit2,009
3.4925,3.5016,27187.0,37423.0,Eptesicus serotinus,0.441,0.705,-1,Echolocation,/mnt/ubna_data_01/recover-20220627_unit2/20220627_113000.WAV,Foliage,recover-20220627_unit2,009
