start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Site name,Recover Folder,SD Card
662.0895,662.0961,46093.0,54474.0,Echolocation,Pipistrellus pipistrellus,0.55,0.622,-1,/mnt/ubna_data_02/recover-20221010/UBNA_007/20221007_093000.WAV,Telephone Field,recover-20221010,007
662.2815,662.2871,45234.0,52488.0,Echolocation,Pipistrellus pipistrellus,0.503,0.527,-1,/mnt/ubna_data_02/recover-20221010/UBNA_007/20221007_093000.WAV,Telephone Field,recover-20221010,007
663.6875,663.6922,46093.0,60417.0,Echolocation,Pipistrellus pipistrellus,0.474,0.529,-1,/mnt/ubna_data_02/recover-20221010/UBNA_007/20221007_093000.WAV,Telephone Field,recover-20221010,007
663.8575,663.8626,46093.0,57110.0,Echolocation,Pipistrellus pipistrellus,0.517,0.537,-1,/mnt/ubna_data_02/recover-20221010/UBNA_007/20221007_093000.WAV,Telephone Field,recover-20221010,007
835.7665,835.778,25468.0,30225.0,Echolocation,Nyctalus leisleri,0.373,0.542,-1,/mnt/ubna_data_02/recover-20221010/UBNA_007/20221007_093000.WAV,Telephone Field,recover-20221010,007
836.2865,836.2958,27187.0,34696.0,Echolocation,Nyctalus leisleri,0.432,0.669,-1,/mnt/ubna_data_02/recover-20221010/UBNA_007/20221007_093000.WAV,Telephone Field,recover-20221010,007
836.5855,836.5949,23750.0,31312.0,Echolocation,Nyctalus leisleri,0.219,0.557,-1,/mnt/ubna_data_02/recover-20221010/UBNA_007/20221007_093000.WAV,Telephone Field,recover-20221010,007
836.7565,836.7704,24609.0,28854.0,Echolocation,Nyctalus leisleri,0.516,0.621,-1,/mnt/ubna_data_02/recover-20221010/UBNA_007/20221007_093000.WAV,Telephone Field,recover-20221010,007
836.9435,836.9566,25468.0,30034.0,Echolocation,Nyctalus leisleri,0.355,0.516,-1,/mnt/ubna_data_02/recover-20221010/UBNA_007/20221007_093000.WAV,Telephone Field,recover-20221010,007
837.1815,837.1899,23750.0,41227.0,Echolocation,Eptesicus serotinus,0.504,0.688,-1,/mnt/ubna_data_02/recover-20221010/UBNA_007/20221007_093000.WAV,Telephone Field,recover-20221010,007
837.2985,837.3108,24609.0,29363.0,Echolocation,Nyctalus leisleri,0.457,0.598,-1,/mnt/ubna_data_02/recover-20221010/UBNA_007/20221007_093000.WAV,Telephone Field,recover-20221010,007
837.4865,837.4995,24609.0,29096.0,Echolocation,Nyctalus leisleri,0.399,0.567,-1,/mnt/ubna_data_02/recover-20221010/UBNA_007/20221007_093000.WAV,Telephone Field,recover-20221010,007
