start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Site name,Recover Folder,SD Card
894.4255,894.4383,25468.0,29266.0,Echolocation,Nyctalus leisleri,0.376,0.512,-1,/mnt/ubna_data_02/recover-20221006/UBNA_001/20221004_063000.WAV,Telephone Field,recover-20221006,001
921.8345,921.842,27187.0,39905.0,Echolocation,Eptesicus serotinus,0.446,0.659,-1,/mnt/ubna_data_02/recover-20221006/UBNA_001/20221004_063000.WAV,Telephone Field,recover-20221006,001
922.3995,922.41,26328.0,31753.0,Echolocation,Nyctalus leisleri,0.545,0.677,-1,/mnt/ubna_data_02/recover-20221006/UBNA_001/20221004_063000.WAV,Telephone Field,recover-20221006,001
922.5065,922.5169,24609.0,30431.0,Echolocation,Nyctalus leisleri,0.38,0.556,-1,/mnt/ubna_data_02/recover-20221006/UBNA_001/20221004_063000.WAV,Telephone Field,recover-20221006,001
922.6235,922.6333,26328.0,32477.0,Echolocation,Nyctalus leisleri,0.571,0.708,-1,/mnt/ubna_data_02/recover-20221006/UBNA_001/20221004_063000.WAV,Telephone Field,recover-20221006,001
922.7385,922.7508,25468.0,31073.0,Echolocation,Nyctalus leisleri,0.46,0.667,-1,/mnt/ubna_data_02/recover-20221006/UBNA_001/20221004_063000.WAV,Telephone Field,recover-20221006,001
922.7625,922.7728,23750.0,31442.0,Echolocation,Eptesicus serotinus,0.188,0.503,-1,/mnt/ubna_data_02/recover-20221006/UBNA_001/20221004_063000.WAV,Telephone Field,recover-20221006,001
922.9395,922.952,25468.0,30537.0,Echolocation,Nyctalus leisleri,0.52,0.654,-1,/mnt/ubna_data_02/recover-20221006/UBNA_001/20221004_063000.WAV,Telephone Field,recover-20221006,001
923.1655,923.1769,24609.0,30245.0,Echolocation,Nyctalus leisleri,0.554,0.676,-1,/mnt/ubna_data_02/recover-20221006/UBNA_001/20221004_063000.WAV,Telephone Field,recover-20221006,001
923.3855,923.3966,24609.0,32003.0,Echolocation,Nyctalus leisleri,0.393,0.651,-1,/mnt/ubna_data_02/recover-20221006/UBNA_001/20221004_063000.WAV,Telephone Field,recover-20221006,001
923.4345,923.4434,27187.0,34947.0,Echolocation,Eptesicus serotinus,0.27,0.501,-1,/mnt/ubna_data_02/recover-20221006/UBNA_001/20221004_063000.WAV,Telephone Field,recover-20221006,001
