start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file,Site name,Recover Folder,SD Card,File Duration
12.7175,12.7211,46093.0,71259.0,Myotis mystacinus,0.415,0.572,-1,Echolocation,/mnt/ubna_data_01_mir/recover-20220725/UBNA_010/20220724_103000.WAV,Telephone Field,recover-20220725,010,1795
12.7885,12.7924,45234.0,69635.0,Myotis mystacinus,0.348,0.543,-1,Echolocation,/mnt/ubna_data_01_mir/recover-20220725/UBNA_010/20220724_103000.WAV,Telephone Field,recover-20220725,010,1795
14.2935,14.2977,43515.0,84102.0,Myotis alcathoe,0.435,0.513,-1,Echolocation,/mnt/ubna_data_01_mir/recover-20220725/UBNA_010/20220724_103000.WAV,Telephone Field,recover-20220725,010,1795
14.3775,14.3814,42656.0,81626.0,Myotis alcathoe,0.368,0.54,-1,Echolocation,/mnt/ubna_data_01_mir/recover-20220725/UBNA_010/20220724_103000.WAV,Telephone Field,recover-20220725,010,1795
14.4605,14.4647,42656.0,92960.0,Myotis alcathoe,0.533,0.68,-1,Echolocation,/mnt/ubna_data_01_mir/recover-20220725/UBNA_010/20220724_103000.WAV,Telephone Field,recover-20220725,010,1795
14.5405,14.5451,41796.0,93684.0,Myotis alcathoe,0.462,0.561,-1,Echolocation,/mnt/ubna_data_01_mir/recover-20220725/UBNA_010/20220724_103000.WAV,Telephone Field,recover-20220725,010,1795
14.6115,14.6164,41796.0,92561.0,Myotis alcathoe,0.521,0.632,-1,Echolocation,/mnt/ubna_data_01_mir/recover-20220725/UBNA_010/20220724_103000.WAV,Telephone Field,recover-20220725,010,1795
14.6965,14.7002,41796.0,92017.0,Myotis alcathoe,0.544,0.704,-1,Echolocation,/mnt/ubna_data_01_mir/recover-20220725/UBNA_010/20220724_103000.WAV,Telephone Field,recover-20220725,010,1795
14.7695,14.7747,40078.0,98502.0,Myotis alcathoe,0.496,0.606,-1,Echolocation,/mnt/ubna_data_01_mir/recover-20220725/UBNA_010/20220724_103000.WAV,Telephone Field,recover-20220725,010,1795
14.8145,14.8193,41796.0,95145.0,Myotis alcathoe,0.521,0.676,-1,Echolocation,/mnt/ubna_data_01_mir/recover-20220725/UBNA_010/20220724_103000.WAV,Telephone Field,recover-20220725,010,1795
