start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Site name,Recover Folder,SD Card
178.8025,178.8116,40937.0,46869.0,Echolocation,Pipistrellus nathusii,0.477,0.525,-1,/mnt/ubna_data_01/recover-20220725/UBNA_009/20220723_100000.WAV,Foliage,recover-20220725,009
379.5835,379.5928,39218.0,47034.0,Echolocation,Pipistrellus nathusii,0.406,0.548,-1,/mnt/ubna_data_01/recover-20220725/UBNA_009/20220723_100000.WAV,Foliage,recover-20220725,009
379.8045,379.8132,40078.0,46689.0,Echolocation,Pipistrellus nathusii,0.484,0.523,-1,/mnt/ubna_data_01/recover-20220725/UBNA_009/20220723_100000.WAV,Foliage,recover-20220725,009
380.0145,380.0209,40078.0,46863.0,Echolocation,Pipistrellus nathusii,0.47,0.521,-1,/mnt/ubna_data_01/recover-20220725/UBNA_009/20220723_100000.WAV,Foliage,recover-20220725,009
380.1265,380.1333,40078.0,50076.0,Echolocation,Pipistrellus nathusii,0.471,0.531,-1,/mnt/ubna_data_01/recover-20220725/UBNA_009/20220723_100000.WAV,Foliage,recover-20220725,009
380.4455,380.4535,37500.0,48350.0,Echolocation,Pipistrellus nathusii,0.315,0.561,-1,/mnt/ubna_data_01/recover-20220725/UBNA_009/20220723_100000.WAV,Foliage,recover-20220725,009
380.5595,380.5672,39218.0,47482.0,Echolocation,Pipistrellus nathusii,0.486,0.582,-1,/mnt/ubna_data_01/recover-20220725/UBNA_009/20220723_100000.WAV,Foliage,recover-20220725,009
380.7545,380.7639,39218.0,50161.0,Echolocation,Pipistrellus nathusii,0.43,0.538,-1,/mnt/ubna_data_01/recover-20220725/UBNA_009/20220723_100000.WAV,Foliage,recover-20220725,009
380.8665,380.8764,39218.0,45681.0,Echolocation,Pipistrellus nathusii,0.477,0.516,-1,/mnt/ubna_data_01/recover-20220725/UBNA_009/20220723_100000.WAV,Foliage,recover-20220725,009
381.3795,381.3861,38359.0,45541.0,Echolocation,Pipistrellus nathusii,0.468,0.58,-1,/mnt/ubna_data_01/recover-20220725/UBNA_009/20220723_100000.WAV,Foliage,recover-20220725,009
1031.9605,1031.9666,41796.0,53063.0,Echolocation,Pipistrellus nathusii,0.344,0.504,-1,/mnt/ubna_data_01/recover-20220725/UBNA_009/20220723_100000.WAV,Foliage,recover-20220725,009
1032.1565,1032.1619,41796.0,53192.0,Echolocation,Pipistrellus nathusii,0.537,0.583,-1,/mnt/ubna_data_01/recover-20220725/UBNA_009/20220723_100000.WAV,Foliage,recover-20220725,009
1032.2555,1032.262,41796.0,57083.0,Echolocation,Pipistrellus nathusii,0.457,0.553,-1,/mnt/ubna_data_01/recover-20220725/UBNA_009/20220723_100000.WAV,Foliage,recover-20220725,009
1032.3565,1032.3654,42656.0,51461.0,Echolocation,Pipistrellus nathusii,0.571,0.605,-1,/mnt/ubna_data_01/recover-20220725/UBNA_009/20220723_100000.WAV,Foliage,recover-20220725,009
1032.4555,1032.4608,41796.0,56464.0,Echolocation,Pipistrellus nathusii,0.442,0.527,-1,/mnt/ubna_data_01/recover-20220725/UBNA_009/20220723_100000.WAV,Foliage,recover-20220725,009
1032.5565,1032.562,42656.0,54381.0,Echolocation,Pipistrellus nathusii,0.473,0.54,-1,/mnt/ubna_data_01/recover-20220725/UBNA_009/20220723_100000.WAV,Foliage,recover-20220725,009
1033.1145,1033.1201,41796.0,62065.0,Echolocation,Pipistrellus nathusii,0.341,0.537,-1,/mnt/ubna_data_01/recover-20220725/UBNA_009/20220723_100000.WAV,Foliage,recover-20220725,009
1033.1855,1033.1951,42656.0,50706.0,Echolocation,Pipistrellus nathusii,0.453,0.514,-1,/mnt/ubna_data_01/recover-20220725/UBNA_009/20220723_100000.WAV,Foliage,recover-20220725,009
1033.6545,1033.6609,41796.0,62142.0,Echolocation,Pipistrellus nathusii,0.581,0.634,-1,/mnt/ubna_data_01/recover-20220725/UBNA_009/20220723_100000.WAV,Foliage,recover-20220725,009
1033.7645,1033.7730999999999,40937.0,50154.0,Echolocation,Pipistrellus nathusii,0.468,0.567,-1,/mnt/ubna_data_01/recover-20220725/UBNA_009/20220723_100000.WAV,Foliage,recover-20220725,009
1033.8625,1033.8718,40937.0,55198.0,Echolocation,Pipistrellus nathusii,0.51,0.568,-1,/mnt/ubna_data_01/recover-20220725/UBNA_009/20220723_100000.WAV,Foliage,recover-20220725,009
1033.9635,1033.9721,41796.0,50252.0,Echolocation,Pipistrellus nathusii,0.516,0.573,-1,/mnt/ubna_data_01/recover-20220725/UBNA_009/20220723_100000.WAV,Foliage,recover-20220725,009
1034.1495,1034.1576,41796.0,58554.0,Echolocation,Pipistrellus nathusii,0.216,0.537,-1,/mnt/ubna_data_01/recover-20220725/UBNA_009/20220723_100000.WAV,Foliage,recover-20220725,009
1035.9085,1035.9153,40078.0,55081.0,Echolocation,Pipistrellus nathusii,0.408,0.504,-1,/mnt/ubna_data_01/recover-20220725/UBNA_009/20220723_100000.WAV,Foliage,recover-20220725,009
1036.0105,1036.0177,40078.0,52041.0,Echolocation,Pipistrellus nathusii,0.453,0.556,-1,/mnt/ubna_data_01/recover-20220725/UBNA_009/20220723_100000.WAV,Foliage,recover-20220725,009
1036.1015,1036.108,38359.0,64445.0,Echolocation,Pipistrellus nathusii,0.511,0.576,-1,/mnt/ubna_data_01/recover-20220725/UBNA_009/20220723_100000.WAV,Foliage,recover-20220725,009
1036.2045,1036.213,39218.0,60320.0,Echolocation,Pipistrellus nathusii,0.573,0.633,-1,/mnt/ubna_data_01/recover-20220725/UBNA_009/20220723_100000.WAV,Foliage,recover-20220725,009
1036.4875,1036.4955,40937.0,55218.0,Echolocation,Pipistrellus nathusii,0.686,0.72,-1,/mnt/ubna_data_01/recover-20220725/UBNA_009/20220723_100000.WAV,Foliage,recover-20220725,009
1036.5915,1036.5994,40937.0,49470.0,Echolocation,Pipistrellus nathusii,0.568,0.596,-1,/mnt/ubna_data_01/recover-20220725/UBNA_009/20220723_100000.WAV,Foliage,recover-20220725,009
1036.7825,1036.7888,39218.0,58852.0,Echolocation,Pipistrellus nathusii,0.559,0.587,-1,/mnt/ubna_data_01/recover-20220725/UBNA_009/20220723_100000.WAV,Foliage,recover-20220725,009
1036.8925,1036.9,40078.0,48725.0,Echolocation,Pipistrellus nathusii,0.452,0.53,-1,/mnt/ubna_data_01/recover-20220725/UBNA_009/20220723_100000.WAV,Foliage,recover-20220725,009
1037.2745,1037.2825,40937.0,56579.0,Echolocation,Pipistrellus nathusii,0.615,0.65,-1,/mnt/ubna_data_01/recover-20220725/UBNA_009/20220723_100000.WAV,Foliage,recover-20220725,009
